Station Number,Year,Satellite Average
813,2002,0.9271506849315069
813,2003,1.1643013698630136
813,2004,3.057131147540984
813,2005,2.9741369863013696
813,2006,2.965178082191781
813,2007,3.4352328767123286
813,2008,4.080409836065574
813,2009,2.6295342465753424
813,2010,2.703260273972603
813,2011,3.168657534246575
813,2012,3.6460382513661203
813,2013,4.8519726027397265
813,2014,5.245232876712329
814,1981,2.9101643835616438
814,1982,1.9957260273972603
814,1983,1.5443287671232875
814,1984,2.22275956284153
814,1985,1.88372602739726
814,1986,1.4917260273972603
814,1987,1.8186301369863012
814,1988,2.2810109289617486
814,1989,1.5975616438356164
814,1990,2.054821917808219
814,1991,1.2154520547945205
814,1992,1.4727322404371583
814,1993,1.3184109589041098
814,1994,1.2141095890410958
814,1995,1.4913150684931509
814,1996,1.530928961748634
814,1997,0.7750958904109589
814,1998,1.5780821917808219
814,1999,0.9722191780821918
814,2000,1.6659016393442623
814,2001,1.5099178082191782
814,2002,0.9271506849315069
814,2003,1.1643013698630136
814,2004,3.057131147540984
814,2005,2.9741369863013696
814,2006,2.965178082191781
814,2007,3.4352328767123286
814,2008,4.080409836065574
814,2009,2.6295342465753424
814,2010,2.703260273972603
814,2011,3.168657534246575
814,2012,3.6460382513661203
814,2013,4.8519726027397265
814,2014,5.245232876712329
824,1981,2.256767123287671
824,1982,1.58986301369863
824,1983,1.0742739726027397
824,1984,1.7547540983606558
824,1985,1.5312054794520547
824,1986,1.1676712328767123
824,1987,1.4873972602739725
824,1988,1.7763661202185792
824,1989,1.1992054794520548
824,1990,1.59186301369863
824,1991,0.968876712328767
824,1992,1.0998907103825137
824,1993,1.1106575342465752
824,1994,0.8998904109589041
824,1995,1.1853972602739726
824,1996,1.295327868852459
824,1997,0.7854520547945205
824,1998,1.2768767123287672
824,1999,0.8898082191780822
824,2000,1.330655737704918
824,2001,1.1947397260273973
824,2002,0.8892876712328767
824,2003,0.9544657534246576
824,2004,2.6489344262295083
824,2005,2.303561643835616
824,2006,2.3145205479452056
824,2007,2.568082191780822
824,2008,2.852704918032787
824,2009,1.8970958904109592
824,2010,2.147945205479452
824,2011,2.361205479452055
824,2012,2.5545355191256833
824,2013,3.6363835616438354
824,2014,3.9579726027397264
902,1981,3.522301369863014
902,1982,2.501780821917808
902,1983,1.576849315068493
902,1984,2.6264207650273224
902,1985,2.6958630136986304
902,1986,1.999835616438356
902,1987,2.577123287671233
902,1988,2.687049180327869
902,1989,1.8573424657534245
902,1990,2.732958904109589
902,1991,1.5090136986301368
902,1992,1.5889890710382515
902,1993,1.7356438356164383
902,1994,1.553287671232877
902,1995,1.9966575342465753
902,1996,2.0887158469945355
902,1997,1.5024383561643835
902,1998,2.141917808219178
902,1999,1.4656438356164385
902,2000,2.244754098360656
902,2001,2.0285205479452055
902,2002,1.4373698630136986
902,2003,1.5448493150684932
902,2004,3.678606557377049
902,2005,3.4255342465753422
902,2006,3.5084383561643833
902,2007,3.902958904109589
902,2008,4.614863387978142
902,2009,2.950712328767123
902,2010,3.239041095890411
902,2011,3.5302465753424657
902,2012,3.2805191256830604
902,2013,4.5698630136986305
902,2014,4.2484383561643835
903,1981,3.522301369863014
903,1982,2.501780821917808
903,1983,1.576849315068493
903,1984,2.6264207650273224
903,1985,2.6958630136986304
903,1986,1.999835616438356
903,1987,2.577123287671233
903,1988,2.687049180327869
903,1989,1.8573424657534245
903,1990,2.732958904109589
903,1991,1.5090136986301368
903,1992,1.5889890710382515
903,1993,1.7356438356164383
903,1994,1.553287671232877
903,1995,1.9966575342465753
903,1996,2.0887158469945355
903,1997,1.5024383561643835
903,1998,2.141917808219178
903,1999,1.4656438356164385
903,2000,2.244754098360656
903,2001,2.0285205479452055
903,2002,1.4373698630136986
903,2003,1.5448493150684932
903,2004,3.678606557377049
903,2005,3.4255342465753422
903,2006,3.5084383561643833
903,2007,3.902958904109589
903,2008,4.614863387978142
903,2009,2.950712328767123
903,2010,3.239041095890411
903,2011,3.5302465753424657
903,2012,3.2805191256830604
903,2013,4.5698630136986305
903,2014,4.2484383561643835
907,1981,3.3873150684931503
907,1982,2.448684931506849
907,1983,1.5501095890410959
907,1984,2.5842349726775957
907,1985,2.6987671232876713
907,1986,2.090027397260274
907,1987,2.50813698630137
907,1988,2.6148633879781418
907,1989,1.7392876712328769
907,1990,2.5290136986301373
907,1991,1.3896438356164382
907,1992,1.4622950819672131
907,1993,1.6696986301369865
907,1994,1.417945205479452
907,1995,1.926027397260274
907,1996,1.978551912568306
907,1997,1.53827397260274
907,1998,1.9468219178082193
907,1999,1.4271506849315068
907,2000,2.1450546448087433
907,2001,1.9126575342465753
907,2002,1.4918630136986302
907,2003,1.5275342465753423
907,2004,3.7321311475409837
907,2005,3.297945205479452
907,2006,3.444356164383562
907,2007,3.7302739726027396
907,2008,4.2920491803278695
907,2009,2.7889315068493152
907,2010,3.077287671232877
907,2011,3.4132054794520545
907,2012,3.05448087431694
907,2013,4.279643835616438
907,2014,4.017506849315069
909,1981,3.6801095890410958
909,1982,2.633972602739726
909,1983,1.6273972602739726
909,1984,2.897814207650273
909,1985,3.3041917808219177
909,1986,2.527315068493151
909,1987,3.1785479452054797
909,1988,2.922295081967213
909,1989,1.92172602739726
909,1990,2.8469315068493146
909,1991,1.6524109589041096
909,1992,1.656912568306011
909,1993,1.8816438356164382
909,1994,1.7617808219178082
909,1995,2.3207397260273974
909,1996,2.3545081967213113
909,1997,2.1397534246575343
909,1998,2.3256712328767124
909,1999,1.7222739726027396
909,2000,2.574808743169399
909,2001,2.3995890410958904
909,2002,1.8143835616438355
909,2003,1.9629041095890412
909,2004,3.5614207650273224
909,2005,3.2941643835616436
909,2006,3.543890410958904
909,2007,4.097287671232877
909,2008,4.8853551912568305
909,2009,2.8907945205479453
909,2010,3.052876712328767
909,2011,3.5872602739726025
909,2012,3.03620218579235
909,2013,4.048109589041096
909,2014,3.7193698630136987
911,1981,3.6801095890410958
911,1982,2.633972602739726
911,1983,1.6273972602739726
911,1984,2.897814207650273
911,1985,3.3041917808219177
911,1986,2.527315068493151
911,1987,3.1785479452054797
911,1988,2.922295081967213
911,1989,1.92172602739726
911,1990,2.8469315068493146
911,1991,1.6524109589041096
911,1992,1.656912568306011
911,1993,1.8816438356164382
911,1994,1.7617808219178082
911,1995,2.3207397260273974
911,1996,2.3545081967213113
911,1997,2.1397534246575343
911,1998,2.3256712328767124
911,1999,1.7222739726027396
911,2000,2.574808743169399
911,2001,2.3995890410958904
911,2002,1.8143835616438355
911,2003,1.9629041095890412
911,2004,3.5614207650273224
911,2005,3.2941643835616436
911,2006,3.543890410958904
911,2007,4.097287671232877
911,2008,4.8853551912568305
911,2009,2.8907945205479453
911,2010,3.052876712328767
911,2011,3.5872602739726025
911,2012,3.03620218579235
911,2013,4.048109589041096
911,2014,3.7193698630136987
912,1981,3.5539452054794523
912,1982,2.546027397260274
912,1983,1.672986301369863
912,1984,2.8497814207650274
912,1985,3.2021643835616436
912,1986,2.5871232876712327
912,1987,3.082849315068493
912,1988,2.845409836065574
912,1989,1.8800000000000001
912,1990,2.6502465753424658
912,1991,1.5937260273972604
912,1992,1.5725683060109288
912,1993,1.8472602739726027
912,1994,1.6095616438356164
912,1995,2.2527397260273974
912,1996,2.164153005464481
912,1997,2.0466849315068494
912,1998,2.1162191780821917
912,1999,1.6305205479452054
912,2000,2.3978415300546447
912,2001,2.212821917808219
912,2002,1.8013972602739725
912,2003,1.9415616438356162
912,2004,3.5457103825136613
912,2005,3.1913972602739724
912,2006,3.442767123287671
912,2007,3.915534246575343
912,2008,4.517841530054644
912,2009,2.741369863013699
912,2010,2.953287671232877
912,2011,3.513068493150685
912,2012,2.9784699453551915
912,2013,3.894657534246575
912,2014,3.6106575342465757
915,1981,3.3873150684931503
915,1982,2.448684931506849
915,1983,1.5501095890410959
915,1984,2.5842349726775957
915,1985,2.6987671232876713
915,1986,2.090027397260274
915,1987,2.50813698630137
915,1988,2.6148633879781418
915,1989,1.7392876712328769
915,1990,2.5290136986301373
915,1991,1.3896438356164382
915,1992,1.4622950819672131
915,1993,1.6696986301369865
915,1994,1.417945205479452
915,1995,1.926027397260274
915,1996,1.978551912568306
915,1997,1.53827397260274
915,1998,1.9468219178082193
915,1999,1.4271506849315068
915,2000,2.1450546448087433
915,2001,1.9126575342465753
915,2002,1.4918630136986302
915,2003,1.5275342465753423
915,2004,3.7321311475409837
915,2005,3.297945205479452
915,2006,3.444356164383562
915,2007,3.7302739726027396
915,2008,4.2920491803278695
915,2009,2.7889315068493152
915,2010,3.077287671232877
915,2011,3.4132054794520545
915,2012,3.05448087431694
915,2013,4.279643835616438
915,2014,4.017506849315069
922,1981,3.5539452054794523
922,1982,2.546027397260274
922,1983,1.672986301369863
922,1984,2.8497814207650274
922,1985,3.2021643835616436
922,1986,2.5871232876712327
922,1987,3.082849315068493
922,1988,2.845409836065574
922,1989,1.8800000000000001
922,1990,2.6502465753424658
922,1991,1.5937260273972604
922,1992,1.5725683060109288
922,1993,1.8472602739726027
922,1994,1.6095616438356164
922,1995,2.2527397260273974
922,1996,2.164153005464481
922,1997,2.0466849315068494
922,1998,2.1162191780821917
922,1999,1.6305205479452054
922,2000,2.3978415300546447
922,2001,2.212821917808219
922,2002,1.8013972602739725
922,2003,1.9415616438356162
922,2004,3.5457103825136613
922,2005,3.1913972602739724
922,2006,3.442767123287671
922,2007,3.915534246575343
922,2008,4.517841530054644
922,2009,2.741369863013699
922,2010,2.953287671232877
922,2011,3.513068493150685
922,2012,2.9784699453551915
922,2013,3.894657534246575
922,2014,3.6106575342465757
