Station Number,Year,Satellite Average
1204,2013,2.7453698630136985
1204,2014,0.0
1206,1981,2.6167397260273972
1206,1982,1.685150684931507
1206,1983,1.3633972602739726
1206,1984,2.039207650273224
1206,1985,1.9335342465753425
1206,1986,1.7933698630136987
1206,1987,2.015068493150685
1206,1988,2.023633879781421
1206,1989,1.4187671232876713
1206,1990,1.6692328767123288
1206,1991,1.2392328767123288
1206,1992,1.1700546448087432
1206,1993,1.3115342465753423
1206,1994,0.9192602739726028
1206,1995,1.4796164383561645
1206,1996,1.3150546448087432
1206,1997,1.1849041095890411
1206,1998,1.3107945205479452
1206,1999,1.0958630136986303
1206,2000,1.5064754098360655
1206,2001,1.3226849315068492
1206,2002,1.224109589041096
1206,2003,1.3275068493150686
1206,2004,2.803306010928962
1206,2005,2.3936712328767125
1206,2006,2.333753424657534
1206,2007,2.6378904109589043
1206,2008,2.617049180327869
1206,2009,1.8116164383561644
1206,2010,2.398767123287671
1206,2011,2.549780821917808
1206,2012,2.2848907103825136
1206,2013,3.0766027397260274
1206,2014,2.9559402985074628
1207,1981,3.147123287671233
1207,1982,2.188082191780822
1207,1983,1.7433698630136987
1207,1984,2.5310109289617486
1207,1985,2.6871506849315066
1207,1986,2.444958904109589
1207,1987,2.7565205479452053
1207,1988,2.5103551912568305
1207,1989,1.7947671232876714
1207,1990,2.086767123287671
1207,1991,1.5276986301369864
1207,1992,1.3997814207650274
1207,1993,1.636191780821918
1207,1994,1.208767123287671
1207,1995,1.9398356164383561
1207,1996,1.6246448087431695
1207,1997,1.626219178082192
1207,1998,1.6353698630136986
1207,1999,1.366849315068493
1207,2000,1.8465573770491803
1207,2001,1.7108493150684934
1207,2002,1.58186301369863
1207,2003,1.7916986301369864
1207,2004,3.195382513661202
1207,2005,2.8395616438356166
1207,2006,2.92613698630137
1207,2007,3.263452054794521
1207,2008,3.3971584699453548
1207,2009,2.329315068493151
1207,2010,2.7271506849315066
1207,2011,3.1997260273972605
1207,2012,2.6910655737704916
1207,2013,3.4221643835616438
1207,2014,3.3374328358208953
1216,1981,3.393561643835617
1216,1982,2.484986301369863
1216,1983,1.8564931506849316
1216,1984,2.8760655737704917
1216,1985,3.292191780821918
1216,1986,2.8421369863013703
1216,1987,3.4112328767123286
1216,1988,2.859043715846995
1216,1989,2.0216986301369864
1216,1990,2.409123287671233
1216,1991,1.7435342465753425
1216,1992,1.5675136612021858
1216,1993,1.908986301369863
1216,1994,1.556
1216,1995,2.33186301369863
1216,1996,1.9651912568306011
1216,1997,2.2103287671232876
1216,1998,1.9926027397260273
1216,1999,1.6875890410958905
1216,2000,2.1968032786885243
1216,2001,2.1507123287671233
1216,2002,1.9884109589041095
1216,2003,2.2483561643835617
1216,2004,3.125546448087432
1216,2005,2.913369863013699
1216,2006,3.1940273972602737
1216,2007,3.6212602739726028
1216,2008,3.8616939890710387
1216,2009,2.578849315068493
1216,2010,2.702794520547945
1216,2011,3.434876712328767
1216,2012,2.675273224043716
1216,2013,3.1832602739726026
1216,2014,3.3060298507462687
1219,1981,2.4135616438356164
1219,1982,1.5116164383561643
1219,1983,1.443808219178082
1219,1984,1.8911748633879781
1219,1985,1.6779726027397261
1219,1986,1.6407397260273973
1219,1987,1.9754246575342465
1219,1988,1.816967213114754
1219,1989,1.5474520547945207
1219,1990,1.405095890410959
1219,1991,1.3434520547945206
1219,1992,1.2257103825136613
1219,1993,1.0713972602739725
1219,1994,0.8133972602739725
1219,1995,1.3062465753424657
1219,1996,1.0909016393442623
1219,1997,1.0864109589041095
1219,1998,1.1988493150684931
1219,1999,1.0025753424657535
1219,2000,1.2565300546448086
1219,2001,1.2048767123287671
1219,2002,1.0932602739726027
1219,2003,1.333972602739726
1219,2004,2.3012568306010928
1219,2005,2.0534794520547943
1219,2006,1.879890410958904
1219,2007,2.226054794520548
1219,2008,2.0466120218579236
1219,2009,1.6088493150684933
1219,2010,2.290054794520548
1219,2011,2.3760821917808217
1219,2012,1.9728961748633882
1219,2013,2.7453698630136985
1219,2014,0.0
1222,1981,3.1030136986301367
1222,1982,2.2045753424657533
1222,1983,2.0187123287671236
1222,1984,2.3955464480874316
1222,1985,2.387917808219178
1222,1986,2.2964383561643835
1222,1987,2.6895068493150682
1222,1988,2.3115573770491804
1222,1989,2.053287671232877
1222,1990,1.7616164383561643
1222,1991,1.694931506849315
1222,1992,1.4787704918032787
1222,1993,1.3875068493150684
1222,1994,0.9972602739726028
1222,1995,1.685123287671233
1222,1996,1.2905464480874316
1222,1997,1.3745205479452054
1222,1998,1.5135890410958905
1222,1999,1.2905753424657533
1222,2000,1.4284426229508196
1222,2001,1.481917808219178
1222,2002,1.4220547945205477
1222,2003,1.7866575342465754
1222,2004,2.920191256830601
1222,2005,2.7153150684931506
1222,2006,2.5950136986301366
1222,2007,2.882931506849315
1222,2008,2.661120218579235
1222,2009,2.270876712328767
1222,2010,2.948876712328767
1222,2011,3.1895616438356167
1222,2012,2.4269945355191256
1222,2013,3.244328767123288
1222,2014,2.779223880597015
1223,1981,3.534109589041096
1223,1982,2.7009041095890414
1223,1983,2.2996438356164384
1223,1984,2.732786885245902
1223,1985,2.95241095890411
1223,1986,2.7486301369863013
1223,1987,3.2314246575342467
1223,1988,2.6264754098360656
1223,1989,2.2692876712328767
1223,1990,2.0251506849315066
1223,1991,1.9254794520547944
1223,1992,1.561448087431694
1223,1993,1.6007397260273972
1223,1994,1.1963287671232878
1223,1995,1.9952054794520548
1223,1996,1.530601092896175
1223,1997,1.7646027397260275
1223,1998,1.9237808219178083
1223,1999,1.7185479452054795
1223,2000,1.7067486338797813
1223,2001,1.8102465753424657
1223,2002,1.9042465753424656
1223,2003,2.218630136986301
1223,2004,3.1911475409836068
1223,2005,3.094219178082192
1223,2006,3.0969589041095893
1223,2007,3.3680273972602737
1223,2008,3.118825136612022
1223,2009,2.78186301369863
1223,2010,3.241013698630137
1223,2011,3.6954520547945204
1223,2012,2.522513661202186
1223,2013,3.1838356164383566
1223,2014,2.9398805970149255
1224,1981,2.6167397260273972
1224,1982,1.685150684931507
1224,1983,1.3633972602739726
1224,1984,2.039207650273224
1224,1985,1.9335342465753425
1224,1986,1.7933698630136987
1224,1987,2.015068493150685
1224,1988,2.023633879781421
1224,1989,1.4187671232876713
1224,1990,1.6692328767123288
1224,1991,1.2392328767123288
1224,1992,1.1700546448087432
1224,1993,1.3115342465753423
1224,1994,0.9192602739726028
1224,1995,1.4796164383561645
1224,1996,1.3150546448087432
1224,1997,1.1849041095890411
1224,1998,1.3107945205479452
1224,1999,1.0958630136986303
1224,2000,1.5064754098360655
1224,2001,1.3226849315068492
1224,2002,1.224109589041096
1224,2003,1.3275068493150686
1224,2004,2.803306010928962
1224,2005,2.3936712328767125
1224,2006,2.333753424657534
1224,2007,2.6378904109589043
1224,2008,2.617049180327869
1224,2009,1.8116164383561644
1224,2010,2.398767123287671
1224,2011,2.549780821917808
1224,2012,2.2848907103825136
1224,2013,3.0766027397260274
1224,2014,2.9559402985074628
1226,1981,3.534109589041096
1226,1982,2.7009041095890414
1226,1983,2.2996438356164384
1226,1984,2.732786885245902
1226,1985,2.95241095890411
1226,1986,2.7486301369863013
1226,1987,3.2314246575342467
1226,1988,2.6264754098360656
1226,1989,2.2692876712328767
1226,1990,2.0251506849315066
1226,1991,1.9254794520547944
1226,1992,1.561448087431694
1226,1993,1.6007397260273972
1226,1994,1.1963287671232878
1226,1995,1.9952054794520548
1226,1996,1.530601092896175
1226,1997,1.7646027397260275
1226,1998,1.9237808219178083
1226,1999,1.7185479452054795
1226,2000,1.7067486338797813
1226,2001,1.8102465753424657
1226,2002,1.9042465753424656
1226,2003,2.218630136986301
1226,2004,3.1911475409836068
1226,2005,3.094219178082192
1226,2006,3.0969589041095893
1226,2007,3.3680273972602737
1226,2008,3.118825136612022
1226,2009,2.78186301369863
1226,2010,3.241013698630137
1226,2011,3.6954520547945204
1226,2012,2.522513661202186
1226,2013,3.1838356164383566
1226,2014,2.9398805970149255
1301,1981,2.8196986301369864
1301,1982,1.9911232876712328
1301,1983,1.8304383561643836
1301,1984,2.2060382513661203
1301,1985,2.038904109589041
1301,1986,1.820958904109589
1301,1987,2.272
1301,1988,2.0222131147540985
1301,1989,2.136191780821918
1301,1990,1.5767123287671232
1301,1991,1.7217808219178083
1301,1992,1.5838251366120217
1301,1993,1.1321917808219177
1301,1994,1.0936712328767124
1301,1995,1.455095890410959
1301,1996,1.3309016393442623
1301,1997,1.4852054794520548
1301,1998,1.6070684931506851
1301,1999,1.345178082191781
1301,2000,1.4271311475409838
1301,2001,1.5544383561643835
1301,2002,1.394876712328767
1301,2003,1.6847945205479453
1301,2004,2.279781420765027
1301,2005,2.2140821917808218
1301,2006,2.018602739726027
1301,2007,2.397972602739726
1301,2008,2.1978415300546446
1301,2009,2.004356164383562
1301,2010,2.83213698630137
1301,2011,2.7532328767123286
1301,2012,2.15672131147541
1301,2013,3.0978356164383563
1301,2014,2.4903283582089553
1303,1981,2.8196986301369864
1303,1982,1.9911232876712328
1303,1983,1.8304383561643836
1303,1984,2.2060382513661203
1303,1985,2.038904109589041
1303,1986,1.820958904109589
1303,1987,2.272
1303,1988,2.0222131147540985
1303,1989,2.136191780821918
1303,1990,1.5767123287671232
1303,1991,1.7217808219178083
1303,1992,1.5838251366120217
1303,1993,1.1321917808219177
1303,1994,1.0936712328767124
1303,1995,1.455095890410959
1303,1996,1.3309016393442623
1303,1997,1.4852054794520548
1303,1998,1.6070684931506851
1303,1999,1.345178082191781
1303,2000,1.4271311475409838
1303,2001,1.5544383561643835
1303,2002,1.394876712328767
1303,2003,1.6847945205479453
1303,2004,2.279781420765027
1303,2005,2.2140821917808218
1303,2006,2.018602739726027
1303,2007,2.397972602739726
1303,2008,2.1978415300546446
1303,2009,2.004356164383562
1303,2010,2.83213698630137
1303,2011,2.7532328767123286
1303,2012,2.15672131147541
1303,2013,3.0978356164383563
1303,2014,2.4903283582089553
1304,1981,4.144383561643836
1304,1982,3.2168219178082196
1304,1983,2.82558904109589
1304,1984,3.084262295081967
1304,1985,3.100438356164384
1304,1986,2.702794520547945
1304,1987,3.3326301369863014
1304,1988,2.783360655737705
1304,1989,2.975972602739726
1304,1990,2.2011780821917806
1304,1991,2.462876712328767
1304,1992,2.1256284153005467
1304,1993,1.624082191780822
1304,1994,1.5202739726027397
1304,1995,2.0064383561643835
1304,1996,1.9021311475409834
1304,1997,2.0984657534246574
1304,1998,2.4939452054794518
1304,1999,2.156904109589041
1304,2000,1.8066939890710383
1304,2001,2.1772328767123286
1304,2002,2.0792328767123287
1304,2003,2.4333698630136986
1304,2004,3.2448360655737702
1304,2005,3.2639726027397256
1304,2006,3.005753424657534
1304,2007,3.5500821917808216
1304,2008,3.1799453551912564
1304,2009,2.9905205479452053
1304,2010,4.267506849315069
1304,2011,4.1628493150684935
1304,2012,3.105546448087432
1304,2013,4.2384657534246575
1304,2014,3.356805970149254
1306,1981,4.144383561643836
1306,1982,3.2168219178082196
1306,1983,2.82558904109589
1306,1984,3.084262295081967
1306,1985,3.100438356164384
1306,1986,2.702794520547945
1306,1987,3.3326301369863014
1306,1988,2.783360655737705
1306,1989,2.975972602739726
1306,1990,2.2011780821917806
1306,1991,2.462876712328767
1306,1992,2.1256284153005467
1306,1993,1.624082191780822
1306,1994,1.5202739726027397
1306,1995,2.0064383561643835
1306,1996,1.9021311475409834
1306,1997,2.0984657534246574
1306,1998,2.4939452054794518
1306,1999,2.156904109589041
1306,2000,1.8066939890710383
1306,2001,2.1772328767123286
1306,2002,2.0792328767123287
1306,2003,2.4333698630136986
1306,2004,3.2448360655737702
1306,2005,3.2639726027397256
1306,2006,3.005753424657534
1306,2007,3.5500821917808216
1306,2008,3.1799453551912564
1306,2009,2.9905205479452053
1306,2010,4.267506849315069
1306,2011,4.1628493150684935
1306,2012,3.105546448087432
1306,2013,4.2384657534246575
1306,2014,3.356805970149254
1309,1981,3.1030136986301367
1309,1982,2.2045753424657533
1309,1983,2.0187123287671236
1309,1984,2.3955464480874316
1309,1985,2.387917808219178
1309,1986,2.2964383561643835
1309,1987,2.6895068493150682
1309,1988,2.3115573770491804
1309,1989,2.053287671232877
1309,1990,1.7616164383561643
1309,1991,1.694931506849315
1309,1992,1.4787704918032787
1309,1993,1.3875068493150684
1309,1994,0.9972602739726028
1309,1995,1.685123287671233
1309,1996,1.2905464480874316
1309,1997,1.3745205479452054
1309,1998,1.5135890410958905
1309,1999,1.2905753424657533
1309,2000,1.4284426229508196
1309,2001,1.481917808219178
1309,2002,1.4220547945205477
1309,2003,1.7866575342465754
1309,2004,2.920191256830601
1309,2005,2.7153150684931506
1309,2006,2.5950136986301366
1309,2007,2.882931506849315
1309,2008,2.661120218579235
1309,2009,2.270876712328767
1309,2010,2.948876712328767
1309,2011,3.1895616438356167
1309,2012,2.4269945355191256
1309,2013,3.244328767123288
1309,2014,2.779223880597015
1311,1981,4.144383561643836
1311,1982,3.2168219178082196
1311,1983,2.82558904109589
1311,1984,3.084262295081967
1311,1985,3.100438356164384
1311,1986,2.702794520547945
1311,1987,3.3326301369863014
1311,1988,2.783360655737705
1311,1989,2.975972602739726
1311,1990,2.2011780821917806
1311,1991,2.462876712328767
1311,1992,2.1256284153005467
1311,1993,1.624082191780822
1311,1994,1.5202739726027397
1311,1995,2.0064383561643835
1311,1996,1.9021311475409834
1311,1997,2.0984657534246574
1311,1998,2.4939452054794518
1311,1999,2.156904109589041
1311,2000,1.8066939890710383
1311,2001,2.1772328767123286
1311,2002,2.0792328767123287
1311,2003,2.4333698630136986
1311,2004,3.2448360655737702
1311,2005,3.2639726027397256
1311,2006,3.005753424657534
1311,2007,3.5500821917808216
1311,2008,3.1799453551912564
1311,2009,2.9905205479452053
1311,2010,4.267506849315069
1311,2011,4.1628493150684935
1311,2012,3.105546448087432
1311,2013,4.2384657534246575
1311,2014,3.356805970149254
1317,1981,1.8194246575342468
1317,1982,1.0646849315068494
1317,1983,0.9852876712328767
1317,1984,1.463306010928962
1317,1985,1.2085205479452055
1317,1986,1.1105479452054796
1317,1987,1.416109589041096
1317,1988,1.3798360655737705
1317,1989,1.2812876712328767
1317,1990,1.1045479452054796
1317,1991,1.1702465753424658
1317,1992,1.0552185792349726
1317,1993,0.7335068493150685
1317,1994,0.7582465753424658
1317,1995,0.9641095890410958
1317,1996,0.9548633879781421
1317,1997,1.0285753424657536
1317,1998,1.167095890410959
1317,1999,1.0275068493150685
1317,2000,1.2133333333333334
1317,2001,1.1154520547945206
1317,2002,1.0203013698630137
1317,2003,1.1465479452054794
1317,2004,1.4706830601092895
1317,2005,1.3267123287671232
1317,2006,1.1972328767123288
1317,2007,1.581917808219178
1317,2008,1.4792896174863386
1317,2009,1.193013698630137
1317,2010,1.713753424657534
1317,2011,1.6724383561643836
1317,2012,1.3195628415300547
1317,2013,1.9169589041095891
1317,2014,0.0
1324,1981,3.1030136986301367
1324,1982,2.2045753424657533
1324,1983,2.0187123287671236
1324,1984,2.3955464480874316
1324,1985,2.387917808219178
1324,1986,2.2964383561643835
1324,1987,2.6895068493150682
1324,1988,2.3115573770491804
1324,1989,2.053287671232877
1324,1990,1.7616164383561643
1324,1991,1.694931506849315
1324,1992,1.4787704918032787
1324,1993,1.3875068493150684
1324,1994,0.9972602739726028
1324,1995,1.685123287671233
1324,1996,1.2905464480874316
1324,1997,1.3745205479452054
1324,1998,1.5135890410958905
1324,1999,1.2905753424657533
1324,2000,1.4284426229508196
1324,2001,1.481917808219178
1324,2002,1.4220547945205477
1324,2003,1.7866575342465754
1324,2004,2.920191256830601
1324,2005,2.7153150684931506
1324,2006,2.5950136986301366
1324,2007,2.882931506849315
1324,2008,2.661120218579235
1324,2009,2.270876712328767
1324,2010,2.948876712328767
1324,2011,3.1895616438356167
1324,2012,2.4269945355191256
1324,2013,3.244328767123288
1324,2014,2.779223880597015
1403,1981,2.8196986301369864
1403,1982,1.9911232876712328
1403,1983,1.8304383561643836
1403,1984,2.2060382513661203
1403,1985,2.038904109589041
1403,1986,1.820958904109589
1403,1987,2.272
1403,1988,2.0222131147540985
1403,1989,2.136191780821918
1403,1990,1.5767123287671232
1403,1991,1.7217808219178083
1403,1992,1.5838251366120217
1403,1993,1.1321917808219177
1403,1994,1.0936712328767124
1403,1995,1.455095890410959
1403,1996,1.3309016393442623
1403,1997,1.4852054794520548
1403,1998,1.6070684931506851
1403,1999,1.345178082191781
1403,2000,1.4271311475409838
1403,2001,1.5544383561643835
1403,2002,1.394876712328767
1403,2003,1.6847945205479453
1403,2004,2.279781420765027
1403,2005,2.2140821917808218
1403,2006,2.018602739726027
1403,2007,2.397972602739726
1403,2008,2.1978415300546446
1403,2009,2.004356164383562
1403,2010,2.83213698630137
1403,2011,2.7532328767123286
1403,2012,2.15672131147541
1403,2013,3.0978356164383563
1403,2014,2.4903283582089553
1408,1981,4.81772602739726
1408,1982,3.9173972602739724
1408,1983,3.241013698630137
1408,1984,3.4819672131147543
1408,1985,3.669890410958904
1408,1986,3.1776164383561643
1408,1987,3.831232876712329
1408,1988,3.0209836065573774
1408,1989,3.0826575342465756
1408,1990,2.5065753424657533
1408,1991,2.799178082191781
1408,1992,2.222103825136612
1408,1993,1.8794246575342466
1408,1994,1.700849315068493
1408,1995,2.2707397260273976
1408,1996,2.2553825136612025
1408,1997,2.524904109589041
1408,1998,3.2910136986301373
1408,1999,2.9630410958904108
1408,2000,2.147349726775956
1408,2001,2.6396164383561644
1408,2002,2.7771780821917806
1408,2003,2.9697534246575343
1408,2004,3.801065573770492
1408,2005,3.8965479452054796
1408,2006,3.5735342465753424
1408,2007,4.270493150684931
1408,2008,3.78707650273224
1408,2009,3.624356164383561
1408,2010,4.942
1408,2011,4.929260273972603
1408,2012,3.5562295081967212
1408,2013,4.570739726027397
1408,2014,3.7539402985074624
1409,1981,5.62172602739726
1409,1982,4.661753424657534
1409,1983,3.633835616438356
1409,1984,4.102349726775956
1409,1985,4.323178082191781
1409,1986,3.500027397260274
1409,1987,4.1220547945205475
1409,1988,3.239672131147541
1409,1989,3.4749315068493147
1409,1990,3.0425479452054796
1409,1991,3.353205479452055
1409,1992,2.7209016393442624
1409,1993,2.285972602739726
1409,1994,2.300821917808219
1409,1995,2.6015342465753424
1409,1996,3.0156557377049182
1409,1997,3.5041643835616436
1409,1998,4.767808219178082
1409,1999,4.4346575342465755
1409,2000,2.9001639344262298
1409,2001,3.680821917808219
1409,2002,3.9044931506849316
1409,2003,3.749698630136986
1409,2004,4.352431693989071
1409,2005,4.562876712328768
1409,2006,3.852027397260274
1409,2007,4.931917808219178
1409,2008,4.43068306010929
1409,2009,4.377561643835616
1409,2010,6.03213698630137
1409,2011,5.731205479452054
1409,2012,4.584207650273224
1409,2013,5.623479452054795
1409,2014,4.50489552238806
1410,1981,4.900465753424657
1410,1982,3.9428219178082196
1410,1983,3.251561643835616
1410,1984,3.638060109289617
1410,1985,3.769753424657534
1410,1986,3.0095616438356165
1410,1987,3.6876712328767125
1410,1988,3.0926229508196723
1410,1989,3.5466027397260276
1410,1990,2.695232876712329
1410,1991,3.0313424657534247
1410,1992,2.6343169398907103
1410,1993,1.9906027397260275
1410,1994,2.1483013698630136
1410,1995,2.393835616438356
1410,1996,2.6508743169398907
1410,1997,2.953123287671233
1410,1998,3.6433424657534244
1410,1999,3.325068493150685
1410,2000,2.406502732240437
1410,2001,3.0082191780821916
1410,2002,2.916191780821918
1410,2003,3.068986301369863
1410,2004,3.449043715846994
1410,2005,3.6746849315068495
1410,2006,3.2734794520547945
1410,2007,4.086767123287672
1410,2008,3.725136612021858
1410,2009,3.5976986301369864
1410,2010,5.149835616438357
1410,2011,4.8428219178082195
1410,2012,3.819781420765027
1410,2013,4.95041095890411
1410,2014,3.9364179104477612
1411,1981,4.900465753424657
1411,1982,3.9428219178082196
1411,1983,3.251561643835616
1411,1984,3.638060109289617
1411,1985,3.769753424657534
1411,1986,3.0095616438356165
1411,1987,3.6876712328767125
1411,1988,3.0926229508196723
1411,1989,3.5466027397260276
1411,1990,2.695232876712329
1411,1991,3.0313424657534247
1411,1992,2.6343169398907103
1411,1993,1.9906027397260275
1411,1994,2.1483013698630136
1411,1995,2.393835616438356
1411,1996,2.6508743169398907
1411,1997,2.953123287671233
1411,1998,3.6433424657534244
1411,1999,3.325068493150685
1411,2000,2.406502732240437
1411,2001,3.0082191780821916
1411,2002,2.916191780821918
1411,2003,3.068986301369863
1411,2004,3.449043715846994
1411,2005,3.6746849315068495
1411,2006,3.2734794520547945
1411,2007,4.086767123287672
1411,2008,3.725136612021858
1411,2009,3.5976986301369864
1411,2010,5.149835616438357
1411,2011,4.8428219178082195
1411,2012,3.819781420765027
1411,2013,4.95041095890411
1411,2014,3.9364179104477612
1415,1981,5.62172602739726
1415,1982,4.661753424657534
1415,1983,3.633835616438356
1415,1984,4.102349726775956
1415,1985,4.323178082191781
1415,1986,3.500027397260274
1415,1987,4.1220547945205475
1415,1988,3.239672131147541
1415,1989,3.4749315068493147
1415,1990,3.0425479452054796
1415,1991,3.353205479452055
1415,1992,2.7209016393442624
1415,1993,2.285972602739726
1415,1994,2.300821917808219
1415,1995,2.6015342465753424
1415,1996,3.0156557377049182
1415,1997,3.5041643835616436
1415,1998,4.767808219178082
1415,1999,4.4346575342465755
1415,2000,2.9001639344262298
1415,2001,3.680821917808219
1415,2002,3.9044931506849316
1415,2003,3.749698630136986
1415,2004,4.352431693989071
1415,2005,4.562876712328768
1415,2006,3.852027397260274
1415,2007,4.931917808219178
1415,2008,4.43068306010929
1415,2009,4.377561643835616
1415,2010,6.03213698630137
1415,2011,5.731205479452054
1415,2012,4.584207650273224
1415,2013,5.623479452054795
1415,2014,4.50489552238806
211,1981,2.2652876712328767
211,1982,1.3043013698630137
211,1983,1.7811232876712328
211,1984,1.2488251366120218
211,1985,1.6406027397260274
211,1986,1.7395616438356165
211,1987,0.8711780821917808
211,1988,1.662049180327869
211,1989,0.7971780821917808
211,1990,1.2031506849315068
211,1991,0.80813698630137
211,1992,0.9598633879781421
211,1993,0.6708767123287671
211,1994,0.7745205479452054
211,1995,0.8608219178082192
211,1996,0.9872950819672132
211,1997,0.8514246575342466
211,1998,0.788986301369863
211,1999,0.5952054794520548
211,2000,1.4342622950819675
211,2001,1.2387123287671233
211,2002,0.8632054794520547
211,2003,1.3046027397260274
211,2004,1.8294535519125683
211,2005,2.3735616438356164
211,2006,2.1043561643835615
211,2007,2.8855616438356164
211,2008,2.5025956284153006
211,2009,1.931917808219178
211,2010,2.4808219178082194
211,2011,2.8668767123287675
211,2012,1.8570765027322402
211,2013,3.146
211,2014,0.02
715,1981,4.081671232876712
715,1982,2.7453424657534247
715,1983,2.191232876712329
715,1984,2.7792076502732237
715,1985,2.476246575342466
715,1986,2.0492602739726027
715,1987,2.3335890410958906
715,1988,3.2962295081967214
715,1989,2.3103287671232877
715,1990,3.088301369863014
715,1991,1.7832328767123287
715,1992,2.0846448087431693
715,1993,1.7750958904109588
715,1994,1.7881369863013699
715,1995,1.9566849315068495
715,1996,1.944016393442623
715,1997,1.0172054794520546
715,1998,2.243095890410959
715,1999,1.269095890410959
715,2000,2.4025956284153005
715,2001,2.0472328767123287
715,2002,1.169150684931507
715,2003,1.5815616438356164
715,2004,3.371885245901639
715,2005,3.7824383561643833
715,2006,3.6285205479452056
715,2007,4.480383561643835
715,2008,5.382622950819672
715,2009,3.339945205479452
715,2010,3.6310958904109585
715,2011,4.035780821917808
715,2012,4.106885245901639
715,2013,5.520493150684931
715,2014,0.42
806,1981,2.256767123287671
806,1982,1.58986301369863
806,1983,1.0742739726027397
806,1984,1.7547540983606558
806,1985,1.5312054794520547
806,1986,1.1676712328767123
806,1987,1.4873972602739725
806,1988,1.7763661202185792
806,1989,1.1992054794520548
806,1990,1.59186301369863
806,1991,0.968876712328767
806,1992,1.0998907103825137
806,1993,1.1106575342465752
806,1994,0.8998904109589041
806,1995,1.1853972602739726
806,1996,1.295327868852459
806,1997,0.7854520547945205
806,1998,1.2768767123287672
806,1999,0.8898082191780822
806,2000,1.330655737704918
806,2001,1.1947397260273973
806,2002,0.8892876712328767
806,2003,0.9544657534246576
806,2004,2.6489344262295083
806,2005,2.303561643835616
806,2006,2.3145205479452056
806,2007,2.568082191780822
806,2008,2.852704918032787
806,2009,1.8970958904109592
806,2010,2.147945205479452
806,2011,2.361205479452055
806,2012,2.5545355191256833
806,2013,3.6363835616438354
806,2014,3.9579726027397264
807,1981,2.9780547945205478
807,1982,2.1455068493150686
807,1983,1.380849315068493
807,1984,2.275928961748634
807,1985,2.1077260273972604
807,1986,1.5772876712328767
807,1987,2.0294520547945205
807,1988,2.311857923497268
807,1989,1.592904109589041
807,1990,2.2385205479452055
807,1991,1.251123287671233
807,1992,1.4029234972677596
807,1993,1.4862465753424658
807,1994,1.2403835616438357
807,1995,1.612958904109589
807,1996,1.7131967213114754
807,1997,1.0846301369863014
807,1998,1.7124931506849317
807,1999,1.1714520547945204
807,2000,1.7858743169398907
807,2001,1.5993698630136985
807,2002,1.1612876712328768
807,2003,1.2395616438356165
807,2004,3.3853551912568305
807,2005,3.0217260273972606
807,2006,3.066602739726027
807,2007,3.3530136986301367
807,2008,3.859398907103825
807,2009,2.542712328767123
807,2010,2.839945205479452
807,2011,3.0778904109589043
807,2012,3.157103825136612
807,2013,4.413041095890411
807,2014,4.48813698630137
809,1981,2.9780547945205478
809,1982,2.1455068493150686
809,1983,1.380849315068493
809,1984,2.275928961748634
809,1985,2.1077260273972604
809,1986,1.5772876712328767
809,1987,2.0294520547945205
809,1988,2.311857923497268
809,1989,1.592904109589041
809,1990,2.2385205479452055
809,1991,1.251123287671233
809,1992,1.4029234972677596
809,1993,1.4862465753424658
809,1994,1.2403835616438357
809,1995,1.612958904109589
809,1996,1.7131967213114754
809,1997,1.0846301369863014
809,1998,1.7124931506849317
809,1999,1.1714520547945204
809,2000,1.7858743169398907
809,2001,1.5993698630136985
809,2002,1.1612876712328768
809,2003,1.2395616438356165
809,2004,3.3853551912568305
809,2005,3.0217260273972606
809,2006,3.066602739726027
809,2007,3.3530136986301367
809,2008,3.859398907103825
809,2009,2.542712328767123
809,2010,2.839945205479452
809,2011,3.0778904109589043
809,2012,3.157103825136612
809,2013,4.413041095890411
809,2014,4.48813698630137
810,1981,3.63786301369863
810,1982,2.489178082191781
810,1983,1.7261917808219176
810,1984,2.712103825136612
810,1985,2.3386027397260274
810,1986,1.7391506849315068
810,1987,2.347013698630137
810,1988,2.7862568306010926
810,1989,2.0433424657534247
810,1990,2.8214520547945203
810,1991,1.5643561643835617
810,1992,1.8193169398907103
810,1993,1.6947671232876713
810,1994,1.5937260273972604
810,1995,1.9209041095890411
810,1996,1.9297267759562842
810,1997,1.0049315068493152
810,1998,2.1143287671232875
810,1999,1.2491506849315068
810,2000,2.0796994535519127
810,2001,1.8771232876712327
810,2002,1.1155616438356164
810,2003,1.4249589041095891
810,2004,3.572021857923497
810,2005,3.5762191780821917
810,2006,3.545068493150685
810,2007,4.144164383561644
810,2008,5.047814207650274
810,2009,3.149917808219178
810,2010,3.3612602739726025
810,2011,3.7486849315068493
810,2012,4.151693989071038
810,2013,5.528109589041096
810,2014,5.619315068493151
813,1981,2.9101643835616438
813,1982,1.9957260273972603
813,1983,1.5443287671232875
813,1984,2.22275956284153
813,1985,1.88372602739726
813,1986,1.4917260273972603
813,1987,1.8186301369863012
813,1988,2.2810109289617486
813,1989,1.5975616438356164
813,1990,2.054821917808219
813,1991,1.2154520547945205
813,1992,1.4727322404371583
813,1993,1.3184109589041098
813,1994,1.2141095890410958
813,1995,1.4913150684931509
813,1996,1.530928961748634
813,1997,0.7750958904109589
813,1998,1.5780821917808219
813,1999,0.9722191780821918
813,2000,1.6659016393442623
813,2001,1.5099178082191782
