File,Year,Average Data,Is Leap Year
30 best from 807 c.xlsx,1999,8.187945205,FALSE
30 best from 807 c.xlsx,2000,8.524590164,TRUE
30 best from 807 c.xlsx,2001,7.740821918,FALSE
30 best from 807 c.xlsx,2002,10.03205479,FALSE
30 best from 807 c.xlsx,2003,7.179178082,FALSE
30 best from 807 c.xlsx,2004,8.839617486,TRUE
30 best from 807 c.xlsx,2005,5.734246575,FALSE
30 best from 807 c.xlsx,2006,6.52109589,FALSE
30 best from 807 c.xlsx,2007,6.895616438,FALSE
30 best from 807 c.xlsx,2008,6.652595628,TRUE
30 best from 807 c.xlsx,2009,5.401369863,FALSE
30 best from 807 c.xlsx,2010,9.56109589,FALSE
30 best from 809 c.xlsx,1981,4.729393346,FALSE
30 best from 809 c.xlsx,1982,4.750789302,FALSE
30 best from 809 c.xlsx,1983,5.674931507,FALSE
30 best from 809 c.xlsx,1984,4.991256831,TRUE
30 best from 809 c.xlsx,1985,5.576327463,FALSE
30 best from 809 c.xlsx,1986,5.124383562,FALSE
30 best from 809 c.xlsx,1987,4.61260274,FALSE
30 best from 809 c.xlsx,1988,3.261787666,TRUE
30 best from 809 c.xlsx,1989,5.414794521,FALSE
30 best from 809 c.xlsx,1990,4.925753425,FALSE
30 best from 809 c.xlsx,1991,3.746575342,FALSE
30 best from 809 c.xlsx,1992,2.769330601,TRUE
30 best from 809 c.xlsx,1993,3.966849315,FALSE
30 best from 809 c.xlsx,1994,6,FALSE
30 best from 809 c.xlsx,1995,6.319965753,FALSE
30 best from 809 c.xlsx,1996,5.288797814,TRUE
30 best from 809 c.xlsx,1997,4.045050554,FALSE
30 best from 809 c.xlsx,1998,1.994794521,FALSE
30 best from 809 c.xlsx,1999,5.582811481,FALSE
30 best from 809 c.xlsx,2000,4.814348816,TRUE
30 best from 809 c.xlsx,2001,5.544205806,FALSE
30 best from 809 c.xlsx,2002,5.276555773,FALSE
30 best from 809 c.xlsx,2003,5.240078278,FALSE
30 best from 809 c.xlsx,2004,5.016594132,TRUE
30 best from 809 c.xlsx,2005,3.819406719,FALSE
30 best from 809 c.xlsx,2006,3.474579256,FALSE
30 best from 809 c.xlsx,2007,5.221169276,FALSE
30 best from 809 c.xlsx,2008,4.630087171,TRUE
30 best from 810 c.xlsx,1981,5.059452055,FALSE
30 best from 810 c.xlsx,1982,4.861369863,FALSE
30 best from 810 c.xlsx,1983,4.793424658,FALSE
30 best from 810 c.xlsx,1984,4.72295082,TRUE
30 best from 810 c.xlsx,1985,4.943835616,FALSE
30 best from 810 c.xlsx,1986,6.658356164,FALSE
30 best from 810 c.xlsx,1987,5.17369863,FALSE
30 best from 810 c.xlsx,1988,6.17431694,TRUE
30 best from 810 c.xlsx,1989,6.723835616,FALSE
30 best from 810 c.xlsx,1990,5.1,FALSE
30 best from 810 c.xlsx,1991,5.790136986,FALSE
30 best from 810 c.xlsx,1992,3.578961749,TRUE
30 best from 810 c.xlsx,1993,4.956712329,FALSE
30 best from 810 c.xlsx,1994,4.181917808,FALSE
30 best from 810 c.xlsx,1995,5.419178082,FALSE
30 best from 810 c.xlsx,1996,5.722131148,TRUE
30 best from 810 c.xlsx,1997,5.571872146,FALSE
30 best from 810 c.xlsx,1998,4.97369863,FALSE
30 best from 810 c.xlsx,1999,4.97369863,FALSE
30 best from 810 c.xlsx,2000,6.13989071,TRUE
30 best from 810 c.xlsx,2001,6.092054795,FALSE
30 best from 810 c.xlsx,2002,4.676712329,FALSE
30 best from 810 c.xlsx,2003,6.045239726,FALSE
30 best from 810 c.xlsx,2004,4.254918033,TRUE
30 best from 810 c.xlsx,2005,3.33890411,FALSE
30 best from 810 c.xlsx,2006,2.983835616,FALSE
30 best from 810 c.xlsx,2007,5.689589041,FALSE
30 best from 810 c.xlsx,2008,4.725136612,TRUE
30 best from 814 c.xlsx,1981,13.87753425,FALSE
30 best from 814 c.xlsx,1982,13.83650685,FALSE
30 best from 814 c.xlsx,1983,14.36023483,FALSE
30 best from 814 c.xlsx,1984,17.05092376,TRUE
30 best from 814 c.xlsx,1985,13.4672381,FALSE
30 best from 814 c.xlsx,1986,15.27495597,FALSE
30 best from 814 c.xlsx,1987,13.30677104,FALSE
30 best from 814 c.xlsx,1988,15.21222678,TRUE
30 best from 814 c.xlsx,1989,14.76862481,FALSE
30 best from 814 c.xlsx,1990,15.31515982,FALSE
30 best from 814 c.xlsx,1991,14.4448391,FALSE
30 best from 814 c.xlsx,1992,13.55256039,TRUE
30 best from 814 c.xlsx,1993,14.29518265,FALSE
30 best from 814 c.xlsx,1994,13.78150141,FALSE
30 best from 814 c.xlsx,1995,18.00042998,FALSE
30 best from 814 c.xlsx,1996,15.20124469,TRUE
30 best from 814 c.xlsx,1997,14.66284247,FALSE
30 best from 814 c.xlsx,1998,17.05252283,FALSE
30 best from 814 c.xlsx,1999,16.30986301,FALSE
30 best from 814 c.xlsx,2000,17.0442623,TRUE
30 best from 814 c.xlsx,2001,16.53342466,FALSE
30 best from 814 c.xlsx,2002,15.69780822,FALSE
30 best from 814 c.xlsx,2003,17.28821918,FALSE
30 best from 814 c.xlsx,2004,16.6557377,TRUE
30 best from 814 c.xlsx,2005,13.48657534,FALSE
30 best from 814 c.xlsx,2006,11.40383562,FALSE
30 best from 814 c.xlsx,2007,16.59150685,FALSE
30 best from 814 c.xlsx,2008,16.12568306,TRUE
30 best from 814 c.xlsx,2009,13.35013699,FALSE
30 best from 824 c.xlsx,1981,9.542191781,FALSE
30 best from 824 c.xlsx,1982,9.682979452,FALSE
30 best from 824 c.xlsx,1983,9.887832681,FALSE
30 best from 824 c.xlsx,1984,11.56386124,TRUE
30 best from 824 c.xlsx,1985,9.773028376,FALSE
30 best from 824 c.xlsx,1986,11.12421722,FALSE
30 best from 824 c.xlsx,1987,10.18950533,FALSE
30 best from 824 c.xlsx,1988,12.13685109,TRUE
30 best from 824 c.xlsx,1989,10.41162318,FALSE
30 best from 824 c.xlsx,1990,12.36256088,FALSE
30 best from 824 c.xlsx,1991,8.718481735,FALSE
30 best from 824 c.xlsx,1992,7.331010929,TRUE
30 best from 824 c.xlsx,1993,9.413961187,FALSE
30 best from 824 c.xlsx,1994,9.504998913,FALSE
30 best from 824 c.xlsx,1995,12.28561318,FALSE
30 best from 824 c.xlsx,1996,10.46702229,TRUE
30 best from 824 c.xlsx,1997,10.9383067,FALSE
30 best from 824 c.xlsx,1998,11.30170091,FALSE
30 best from 824 c.xlsx,1999,9.386445967,FALSE
30 best from 824 c.xlsx,2000,12.90539617,TRUE
30 best from 824 c.xlsx,2001,10.26857686,FALSE
30 best from 824 c.xlsx,2002,10.45998858,FALSE
30 best from 824 c.xlsx,2003,12.39968417,FALSE
30 best from 824 c.xlsx,2004,10.32607772,TRUE
30 best from 824 c.xlsx,2005,9.556012177,FALSE
30 best from 824 c.xlsx,2006,8.984714612,FALSE
30 best from 824 c.xlsx,2007,10.5505175,FALSE
30 best from 824 c.xlsx,2008,11.85011439,TRUE
30 best from 902 c.xlsx,1981,6.477351598,FALSE
30 best from 902 c.xlsx,1982,5.488297456,FALSE
30 best from 902 c.xlsx,1983,4.643371168,FALSE
30 best from 902 c.xlsx,1984,5.95739006,TRUE
30 best from 902 c.xlsx,1985,5.901360078,FALSE
30 best from 902 c.xlsx,1986,4.702700587,FALSE
30 best from 902 c.xlsx,1987,5.614325506,FALSE
30 best from 902 c.xlsx,1988,4.893956544,TRUE
30 best from 902 c.xlsx,1989,5.02258317,FALSE
30 best from 902 c.xlsx,1990,4.52347032,FALSE
30 best from 902 c.xlsx,1991,5.097260274,FALSE
30 best from 902 c.xlsx,1992,4.36284153,TRUE
30 best from 902 c.xlsx,1993,5.155921396,FALSE
30 best from 902 c.xlsx,1994,5.335890411,FALSE
30 best from 902 c.xlsx,1995,5.376863992,FALSE
30 best from 902 c.xlsx,1996,4.873770492,TRUE
30 best from 902 c.xlsx,1997,5.86630137,FALSE
30 best from 902 c.xlsx,1998,7.253424658,FALSE
30 best from 902 c.xlsx,1999,6.964109589,FALSE
30 best from 902 c.xlsx,2000,5.600819672,TRUE
30 best from 902 c.xlsx,2001,6.411232877,FALSE
30 best from 902 c.xlsx,2002,7.255981735,FALSE
30 best from 902 c.xlsx,2003,7.386027397,FALSE
30 best from 902 c.xlsx,2004,5.580840164,TRUE
30 best from 902 c.xlsx,2005,4.747488584,FALSE
30 best from 902 c.xlsx,2006,5.498520548,FALSE
30 best from 902 c.xlsx,2007,7.513972603,FALSE
30 best from 902 c.xlsx,2008,4.879781421,TRUE
30 best from 902 c.xlsx,2009,5.259421613,FALSE
30 best from 907 c.xlsx,1981,5.873872581,FALSE
30 best from 907 c.xlsx,1982,4.940982822,FALSE
30 best from 907 c.xlsx,1983,4.813831811,FALSE
30 best from 907 c.xlsx,1984,6.929278342,TRUE
30 best from 907 c.xlsx,1985,7.767709285,FALSE
30 best from 907 c.xlsx,1986,7.269043814,FALSE
30 best from 907 c.xlsx,1987,6.519790172,FALSE
30 best from 907 c.xlsx,1988,5.695553604,TRUE
30 best from 907 c.xlsx,1989,5.572494564,FALSE
30 best from 907 c.xlsx,1990,6.695365297,FALSE
30 best from 907 c.xlsx,1991,6.475380518,FALSE
30 best from 907 c.xlsx,1992,5.607494687,TRUE
30 best from 907 c.xlsx,1993,6.540838769,FALSE
30 best from 907 c.xlsx,1994,4.308858447,FALSE
30 best from 907 c.xlsx,1995,5.467427702,FALSE
30 best from 907 c.xlsx,1996,3.82970932,TRUE
30 best from 907 c.xlsx,1997,4.659726027,FALSE
30 best from 907 c.xlsx,1998,7.018976408,FALSE
30 best from 907 c.xlsx,1999,4.752328767,FALSE
30 best from 907 c.xlsx,2000,5.387431694,TRUE
30 best from 907 c.xlsx,2001,5.214824962,FALSE
30 best from 907 c.xlsx,2002,6.661501957,FALSE
30 best from 907 c.xlsx,2003,6.185217439,FALSE
30 best from 907 c.xlsx,2004,6.652561475,TRUE
30 best from 907 c.xlsx,2005,5.795342466,FALSE
30 best from 907 c.xlsx,2006,4.816316591,FALSE
30 best from 907 c.xlsx,2007,7.416803653,FALSE
30 best from 907 c.xlsx,2008,4.298603522,TRUE
30 best from 907 c.xlsx,2009,4.253272451,FALSE
30 best from 915 c.xlsx,1981,3.256516634,FALSE
30 best from 915 c.xlsx,1982,3.508392042,FALSE
30 best from 915 c.xlsx,1983,4.568021853,FALSE
30 best from 915 c.xlsx,1984,4.303020102,TRUE
30 best from 915 c.xlsx,1985,5.564779843,FALSE
30 best from 915 c.xlsx,1986,5.367390411,FALSE
30 best from 915 c.xlsx,1987,4.742536204,FALSE
30 best from 915 c.xlsx,1988,4.567745902,TRUE
30 best from 915 c.xlsx,1989,3.731237769,FALSE
30 best from 915 c.xlsx,1990,5.181720483,FALSE
30 best from 915 c.xlsx,1991,3.254116112,FALSE
30 best from 915 c.xlsx,1992,3.370374707,TRUE
30 best from 915 c.xlsx,1993,6.052513046,FALSE
30 best from 915 c.xlsx,1994,3.746152968,FALSE
30 best from 915 c.xlsx,1995,5.609722766,FALSE
30 best from 915 c.xlsx,1996,4.342886959,TRUE
30 best from 915 c.xlsx,1997,4.378796477,FALSE
30 best from 915 c.xlsx,1998,4.814633072,FALSE
30 best from 915 c.xlsx,1999,5.611232877,FALSE
30 best from 915 c.xlsx,2000,4.130722526,TRUE
30 best from 915 c.xlsx,2001,3.745479452,FALSE
30 best from 915 c.xlsx,2002,5.315890411,FALSE
30 best from 915 c.xlsx,2003,4.066575342,FALSE
30 best from 915 c.xlsx,2004,3.840437158,TRUE
30 best from 915 c.xlsx,2005,3.523835616,FALSE
30 best from 915 c.xlsx,2006,3.470410959,FALSE
30 best from 915 c.xlsx,2007,4.244931507,FALSE
30 best from 915 c.xlsx,2008,3.131486903,TRUE
30 best from 915 c.xlsx,2009,3.520376712,FALSE
